STATION,NAME,DATE,TAVG,TMAX,TMIN
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/20/2021,,51,26
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/21/2021,,46,31
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/22/2021,,50,31
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/23/2021,,47,24
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/24/2021,,47,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/25/2021,,47,42
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/26/2021,,59,44
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/27/2021,,53,32
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/28/2021,,40,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/29/2021,,38,22
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/30/2021,,48,26
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",1/31/2021,,57,43
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/1/2021,,50,33
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/2/2021,,38,29
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/3/2021,,42,23
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/4/2021,,48,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/5/2021,,51,25
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/6/2021,,49,29
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/7/2021,,47,24
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/8/2021,,35,24
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/9/2021,,48,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/10/2021,,35,29
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/11/2021,,33,26
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/12/2021,,28,23
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/13/2021,,25,18
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/14/2021,,18,12
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/15/2021,,17,9
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/16/2021,,14,1
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/17/2021,,18,2
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/18/2021,,24,16
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/19/2021,,29,8
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/20/2021,,29,8
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/21/2021,,39,20
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/22/2021,,55,36
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/23/2021,,52,38
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/24/2021,,65,44
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/25/2021,,67,34
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/26/2021,,53,38
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/27/2021,,56,38
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",2/28/2021,,66,47
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/1/2021,,71,41
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/2/2021,,48,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/3/2021,,51,31
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/4/2021,,62,36
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/5/2021,,69,40
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/6/2021,,47,30
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/7/2021,,56,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/8/2021,,63,31
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/9/2021,,66,39
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/10/2021,,71,50
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/11/2021,,71,58
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/12/2021,,74,53
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/13/2021,,57,51
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/14/2021,,55,49
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/15/2021,,67,52
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/16/2021,,71,48
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/17/2021,,75,50
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/18/2021,,63,51
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/19/2021,,51,39
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/20/2021,,58,36
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/21/2021,,65,34
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/22/2021,,68,44
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/23/2021,,70,52
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/24/2021,,63,52
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/25/2021,,74,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/26/2021,,74,52
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/27/2021,,69,48
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/28/2021,,65,51
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/29/2021,,57,34
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/30/2021,,66,43
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",3/31/2021,,72,47
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/1/2021,,54,31
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/2/2021,,48,28
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/3/2021,,55,34
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/4/2021,,65,41
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/5/2021,,74,48
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/6/2021,,79,57
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/7/2021,,81,62
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/8/2021,,81,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/9/2021,,67,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/10/2021,,84,59
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/11/2021,,68,51
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/12/2021,,73,47
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/13/2021,,77,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/14/2021,,74,48
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/15/2021,,59,45
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/16/2021,,62,42
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/17/2021,,64,42
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/18/2021,,59,41
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/19/2021,,63,42
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/20/2021,,67,41
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/21/2021,,72,34
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/22/2021,,53,34
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/23/2021,,58,42
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/24/2021,,66,32
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/25/2021,,56,43
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/26/2021,,70,48
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/27/2021,,78,59
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/28/2021,,82,65
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/29/2021,,79,65
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/30/2021,,70,50
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/1/2021,,77,52
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/2/2021,,80,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/3/2021,,72,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/4/2021,,83,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/5/2021,,76,53
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/6/2021,,67,44
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/7/2021,,71,43
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/8/2021,,70,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/9/2021,,69,58
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/10/2021,,68,49
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/11/2021,,62,45
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/12/2021,,69,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/13/2021,,66,43
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/14/2021,,69,43
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/15/2021,,72,45
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/16/2021,,76,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/17/2021,,81,63
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/18/2021,,75,62
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/19/2021,,74,62
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/20/2021,,82,63
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/21/2021,,85,63
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/22/2021,,83,62
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/23/2021,,87,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/24/2021,,89,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/25/2021,,90,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/26/2021,,89,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/27/2021,,90,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/28/2021,,86,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/29/2021,,78,52
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/30/2021,,67,47
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",5/31/2021,,73,48
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/1/2021,,78,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/2/2021,,70,64
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/3/2021,,80,65
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/4/2021,,80,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/5/2021,,83,63
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/6/2021,,86,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/7/2021,,88,59
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/8/2021,,83,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/9/2021,,80,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/10/2021,,84,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/11/2021,,84,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/12/2021,,88,62
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/13/2021,,96,73
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/14/2021,,93,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/15/2021,,94,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/16/2021,,86,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/17/2021,,90,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/18/2021,,93,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/19/2021,,92,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/20/2021,,87,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/21/2021,,92,58
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/22/2021,,84,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/23/2021,,77,53
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/24/2021,,82,59
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/25/2021,,87,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/26/2021,,87,74
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/27/2021,,89,73
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/28/2021,,90,74
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/29/2021,,92,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",6/30/2021,,94,68
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/1/2021,,90,64
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/2/2021,,79,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/3/2021,,79,58
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/4/2021,,81,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/5/2021,,86,64
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/6/2021,,90,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/7/2021,,91,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/8/2021,,88,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/9/2021,,91,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/10/2021,,91,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/11/2021,,87,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/12/2021,,82,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/13/2021,,83,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/14/2021,,85,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/15/2021,,89,68
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/16/2021,,90,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/17/2021,,88,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/18/2021,,90,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/19/2021,,79,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/20/2021,,85,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/21/2021,,86,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/22/2021,,88,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/23/2021,,89,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/24/2021,,90,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/25/2021,,95,75
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/26/2021,,95,73
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/27/2021,,93,72
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/28/2021,,93,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/29/2021,,93,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/30/2021,,93,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",7/31/2021,,92,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/1/2021,,94,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/2/2021,,82,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/3/2021,,83,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/4/2021,,83,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/5/2021,,85,59
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/6/2021,,81,59
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/7/2021,,86,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/8/2021,,89,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/9/2021,,89,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/10/2021,,91,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/11/2021,,93,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/12/2021,,93,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/13/2021,,95,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/14/2021,,87,68
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/15/2021,,89,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/16/2021,,82,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/17/2021,,87,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/18/2021,,90,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/19/2021,,80,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/20/2021,,85,71
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/21/2021,,85,75
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/22/2021,,87,72
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/23/2021,,89,70
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/24/2021,,93,71
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/25/2021,,95,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/26/2021,,93,72
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/27/2021,,96,71
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/28/2021,,93,73
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/29/2021,,92,74
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/30/2021,,92,74
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/31/2021,,82,74
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/1/2021,,85,69
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/2/2021,,84,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/3/2021,,85,57
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/4/2021,,84,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/5/2021,,89,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/6/2021,,79,56
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/7/2021,,84,55
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/8/2021,,87,57
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/9/2021,,83,53
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/10/2021,,82,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/11/2021,,84,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/12/2021,,84,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/13/2021,,86,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/14/2021,,89,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/15/2021,,88,64
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/16/2021,,84,65
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/17/2021,,86,68
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/18/2021,,81,71
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/19/2021,,81,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/20/2021,,82,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/21/2021,,88,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/22/2021,,86,58
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/23/2021,,72,45
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/24/2021,,74,47
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/25/2021,,78,54
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/26/2021,,79,46
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/27/2021,,82,47
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/28/2021,,86,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/29/2021,,89,62
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",9/30/2021,,87,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/1/2021,,80,67
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/2/2021,,86,66
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/3/2021,,82,63
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/4/2021,,81,57
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/5/2021,,80,57
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/6/2021,,82,57
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/7/2021,,79,58
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/8/2021,,81,60
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/9/2021,,86,61
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/10/2021,,87,63
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/11/2021,,86,65
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/12/2021,,80,53
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/13/2021,,81,53
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",10/14/2021,,84,54
