NAME,DATE,TAVG,TMIN,TMAX
"KIAMICHI OKLAHOMA, OK US",4/18/2021,48.0,48.0,48.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"UNIVERSITY OF HAWAII 713, HI US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"MCFARLAND HILL MAINE, ME US",4/18/2021,42.0,42.0,42.0
"BIG OAKS INDIANA, IN US",4/18/2021,50.0,50.0,50.0
"CONCORD 3.8 SSE, NH US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"EB FORSYTHE NEW JERSEY, NJ US",4/18/2021,53.0,53.0,53.0
"SAVRAW SOUTH CAROLINA, SC US",4/18/2021,67.0,67.0,67.0
"BUFFUMVILLE LAKE, MA US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"RINCON ARIZONA, AZ US",4/18/2021,42.0,42.0,42.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"NINIGRET RHODE ISLAND, RI US",4/18/2021,49.0,49.0,49.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"EFFIE MINNESOTA, MN US",4/18/2021,35.0,35.0,35.0
"DAWSONVILLE GEORGIA, GA US",4/18/2021,59.0,59.0,59.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"MDC CLINTON HQTRS MISSOURI, MO US",4/18/2021,50.0,50.0,50.0
"PLEASANT GROVE UTAH, UT US",4/18/2021,49.0,49.0,49.0
"SAND CREEK NORTH DAKOTA, ND US",4/18/2021,40.0,40.0,40.0
"CAMPBELL 1.4 NNW, FL US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"KISATCHIE FTS LOUISIANA, LA US",4/18/2021,55.0,55.0,55.0
"ALLISON OREGON, OR US",4/18/2021,47.0,47.0,47.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/18/2021,69.0,69.0,69.0
"KANSAS CITY 2.1 SSW, KS US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"ALBUQUERQUE 5.0 NE, NM US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"BUDE MISSISSIPPI, MS US",4/18/2021,59.0,59.0,59.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/18/2021,49.793103448275865,49.793103448275865,49.793103448275865
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/18/2021,43.0,43.0,43.0
"ST. MARY MONTANA, MT US",4/18/2021,30.0,30.0,30.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/19/2021,50.0,50.0,50.0
"CASPER MOUNTAIN WYOMING, WY US",4/19/2021,15.0,15.0,15.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"BLACK KNOB WASHINGTON, WA US",4/19/2021,53.0,53.0,53.0
"FORT BRAGG NORTH CAROLINA, NC US",4/19/2021,61.0,61.0,61.0
"COLORADO BEND TEXAS, TX US",4/19/2021,59.0,59.0,59.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"SHOCK IDAHO, ID US",4/19/2021,41.0,41.0,41.0
"ELMORE VERMONT, VT US",4/19/2021,45.0,45.0,45.0
"ALLEGHENY PENNSYLVANIA, PA US",4/19/2021,50.0,50.0,50.0
"COLORADO CITY COLORADO, CO US",4/19/2021,47.0,47.0,47.0
"VALENTINE NEBRASKA, NE US",4/19/2021,27.0,27.0,27.0
"SOMERSET KENTUCKY, KY US",4/19/2021,56.0,56.0,56.0
"KIAMICHI OKLAHOMA, OK US",4/19/2021,57.0,57.0,57.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"UNIVERSITY OF HAWAII 713, HI US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"MCFARLAND HILL MAINE, ME US",4/19/2021,49.0,49.0,49.0
"BIG OAKS INDIANA, IN US",4/19/2021,54.0,54.0,54.0
"CONCORD 3.8 SSE, NH US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"EB FORSYTHE NEW JERSEY, NJ US",4/19/2021,54.0,54.0,54.0
"SAVRAW SOUTH CAROLINA, SC US",4/19/2021,65.0,65.0,65.0
"BUFFUMVILLE LAKE, MA US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"RINCON ARIZONA, AZ US",4/19/2021,46.0,46.0,46.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"NINIGRET RHODE ISLAND, RI US",4/19/2021,49.0,49.0,49.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"EFFIE MINNESOTA, MN US",4/19/2021,31.0,31.0,31.0
"DAWSONVILLE GEORGIA, GA US",4/19/2021,59.0,59.0,59.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"MDC CLINTON HQTRS MISSOURI, MO US",4/19/2021,51.0,51.0,51.0
"PLEASANT GROVE UTAH, UT US",4/19/2021,49.0,49.0,49.0
"SAND CREEK NORTH DAKOTA, ND US",4/19/2021,31.0,31.0,31.0
"CAMPBELL 1.4 NNW, FL US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"KISATCHIE FTS LOUISIANA, LA US",4/19/2021,58.0,58.0,58.0
"ALLISON OREGON, OR US",4/19/2021,41.0,41.0,41.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/19/2021,56.0,56.0,56.0
"KANSAS CITY 2.1 SSW, KS US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"ALBUQUERQUE 5.0 NE, NM US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"BUDE MISSISSIPPI, MS US",4/19/2021,59.0,59.0,59.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/19/2021,47.06896551724138,47.06896551724138,47.06896551724138
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/19/2021,25.0,25.0,25.0
"ST. MARY MONTANA, MT US",4/19/2021,27.0,27.0,27.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/20/2021,42.0,42.0,42.0
"CASPER MOUNTAIN WYOMING, WY US",4/20/2021,16.0,16.0,16.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"BLACK KNOB WASHINGTON, WA US",4/20/2021,52.0,52.0,52.0
"FORT BRAGG NORTH CAROLINA, NC US",4/20/2021,62.0,62.0,62.0
"COLORADO BEND TEXAS, TX US",4/20/2021,56.0,56.0,56.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"SHOCK IDAHO, ID US",4/20/2021,45.0,45.0,45.0
"ELMORE VERMONT, VT US",4/20/2021,44.0,44.0,44.0
"ALLEGHENY PENNSYLVANIA, PA US",4/20/2021,42.0,42.0,42.0
"COLORADO CITY COLORADO, CO US",4/20/2021,31.0,31.0,31.0
"VALENTINE NEBRASKA, NE US",4/20/2021,30.0,30.0,30.0
"SOMERSET KENTUCKY, KY US",4/20/2021,57.0,57.0,57.0
"KIAMICHI OKLAHOMA, OK US",4/20/2021,42.0,42.0,42.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"UNIVERSITY OF HAWAII 713, HI US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"MCFARLAND HILL MAINE, ME US",4/20/2021,53.0,53.0,53.0
"BIG OAKS INDIANA, IN US",4/20/2021,47.0,47.0,47.0
"CONCORD 3.8 SSE, NH US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"EB FORSYTHE NEW JERSEY, NJ US",4/20/2021,58.0,58.0,58.0
"SAVRAW SOUTH CAROLINA, SC US",4/20/2021,63.0,63.0,63.0
"BUFFUMVILLE LAKE, MA US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"RINCON ARIZONA, AZ US",4/20/2021,51.0,51.0,51.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"NINIGRET RHODE ISLAND, RI US",4/20/2021,51.0,51.0,51.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"EFFIE MINNESOTA, MN US",4/20/2021,29.0,29.0,29.0
"DAWSONVILLE GEORGIA, GA US",4/20/2021,59.0,59.0,59.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"MDC CLINTON HQTRS MISSOURI, MO US",4/20/2021,37.0,37.0,37.0
"PLEASANT GROVE UTAH, UT US",4/20/2021,46.0,46.0,46.0
"SAND CREEK NORTH DAKOTA, ND US",4/20/2021,28.0,28.0,28.0
"CAMPBELL 1.4 NNW, FL US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"KISATCHIE FTS LOUISIANA, LA US",4/20/2021,64.0,64.0,64.0
"ALLISON OREGON, OR US",4/20/2021,40.0,40.0,40.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/20/2021,50.0,50.0,50.0
"KANSAS CITY 2.1 SSW, KS US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"ALBUQUERQUE 5.0 NE, NM US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"BUDE MISSISSIPPI, MS US",4/20/2021,65.0,65.0,65.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/20/2021,45.48275862068966,45.48275862068966,45.48275862068966
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/20/2021,25.0,25.0,25.0
"ST. MARY MONTANA, MT US",4/20/2021,34.0,34.0,34.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/21/2021,42.0,42.0,42.0
"CASPER MOUNTAIN WYOMING, WY US",4/21/2021,24.0,24.0,24.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"BLACK KNOB WASHINGTON, WA US",4/21/2021,50.0,50.0,50.0
"FORT BRAGG NORTH CAROLINA, NC US",4/21/2021,61.0,61.0,61.0
"COLORADO BEND TEXAS, TX US",4/21/2021,47.0,47.0,47.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"SHOCK IDAHO, ID US",4/21/2021,50.0,50.0,50.0
"ELMORE VERMONT, VT US",4/21/2021,31.0,31.0,31.0
"ALLEGHENY PENNSYLVANIA, PA US",4/21/2021,31.0,31.0,31.0
"COLORADO CITY COLORADO, CO US",4/21/2021,39.0,39.0,39.0
"VALENTINE NEBRASKA, NE US",4/21/2021,34.0,34.0,34.0
"SOMERSET KENTUCKY, KY US",4/21/2021,38.0,38.0,38.0
"KIAMICHI OKLAHOMA, OK US",4/21/2021,44.0,44.0,44.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"UNIVERSITY OF HAWAII 713, HI US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"MCFARLAND HILL MAINE, ME US",4/21/2021,51.0,51.0,51.0
"BIG OAKS INDIANA, IN US",4/21/2021,36.0,36.0,36.0
"CONCORD 3.8 SSE, NH US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"EB FORSYTHE NEW JERSEY, NJ US",4/21/2021,53.0,53.0,53.0
"SAVRAW SOUTH CAROLINA, SC US",4/21/2021,64.0,64.0,64.0
"BUFFUMVILLE LAKE, MA US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"RINCON ARIZONA, AZ US",4/21/2021,50.0,50.0,50.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"NINIGRET RHODE ISLAND, RI US",4/21/2021,50.0,50.0,50.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"EFFIE MINNESOTA, MN US",4/21/2021,32.0,32.0,32.0
"DAWSONVILLE GEORGIA, GA US",4/21/2021,51.0,51.0,51.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"MDC CLINTON HQTRS MISSOURI, MO US",4/21/2021,41.0,41.0,41.0
"PLEASANT GROVE UTAH, UT US",4/21/2021,48.0,48.0,48.0
"SAND CREEK NORTH DAKOTA, ND US",4/21/2021,36.0,36.0,36.0
"CAMPBELL 1.4 NNW, FL US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"KISATCHIE FTS LOUISIANA, LA US",4/21/2021,52.0,52.0,52.0
"ALLISON OREGON, OR US",4/21/2021,42.0,42.0,42.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/21/2021,52.0,52.0,52.0
"KANSAS CITY 2.1 SSW, KS US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"ALBUQUERQUE 5.0 NE, NM US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"BUDE MISSISSIPPI, MS US",4/21/2021,52.0,52.0,52.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/21/2021,43.93103448275862,43.93103448275862,43.93103448275862
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/21/2021,32.0,32.0,32.0
"ST. MARY MONTANA, MT US",4/21/2021,41.0,41.0,41.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/22/2021,44.0,44.0,44.0
"CASPER MOUNTAIN WYOMING, WY US",4/22/2021,34.0,34.0,34.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"BLACK KNOB WASHINGTON, WA US",4/22/2021,50.0,50.0,50.0
"FORT BRAGG NORTH CAROLINA, NC US",4/22/2021,49.0,49.0,49.0
"COLORADO BEND TEXAS, TX US",4/22/2021,54.0,54.0,54.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"SHOCK IDAHO, ID US",4/22/2021,48.0,48.0,48.0
"ELMORE VERMONT, VT US",4/22/2021,28.0,28.0,28.0
"ALLEGHENY PENNSYLVANIA, PA US",4/22/2021,31.0,31.0,31.0
"COLORADO CITY COLORADO, CO US",4/22/2021,57.0,57.0,57.0
"VALENTINE NEBRASKA, NE US",4/22/2021,39.0,39.0,39.0
"SOMERSET KENTUCKY, KY US",4/22/2021,43.0,43.0,43.0
"KIAMICHI OKLAHOMA, OK US",4/22/2021,48.0,48.0,48.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"UNIVERSITY OF HAWAII 713, HI US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"MCFARLAND HILL MAINE, ME US",4/22/2021,33.0,33.0,33.0
"BIG OAKS INDIANA, IN US",4/22/2021,42.0,42.0,42.0
"CONCORD 3.8 SSE, NH US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"EB FORSYTHE NEW JERSEY, NJ US",4/22/2021,43.0,43.0,43.0
"SAVRAW SOUTH CAROLINA, SC US",4/22/2021,51.0,51.0,51.0
"BUFFUMVILLE LAKE, MA US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"RINCON ARIZONA, AZ US",4/22/2021,45.0,45.0,45.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"NINIGRET RHODE ISLAND, RI US",4/22/2021,41.0,41.0,41.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"EFFIE MINNESOTA, MN US",4/22/2021,46.0,46.0,46.0
"DAWSONVILLE GEORGIA, GA US",4/22/2021,47.0,47.0,47.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"MDC CLINTON HQTRS MISSOURI, MO US",4/22/2021,46.0,46.0,46.0
"PLEASANT GROVE UTAH, UT US",4/22/2021,50.0,50.0,50.0
"SAND CREEK NORTH DAKOTA, ND US",4/22/2021,44.0,44.0,44.0
"CAMPBELL 1.4 NNW, FL US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"KISATCHIE FTS LOUISIANA, LA US",4/22/2021,58.0,58.0,58.0
"ALLISON OREGON, OR US",4/22/2021,41.0,41.0,41.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/22/2021,50.0,50.0,50.0
"ALBUQUERQUE 5.0 NE, NM US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"BUDE MISSISSIPPI, MS US",4/22/2021,57.0,57.0,57.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/22/2021,44.41379310344828,44.41379310344828,44.41379310344828
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/22/2021,40.0,40.0,40.0
"ST. MARY MONTANA, MT US",4/22/2021,29.0,29.0,29.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/23/2021,48.0,48.0,48.0
"CASPER MOUNTAIN WYOMING, WY US",4/23/2021,31.0,31.0,31.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"BLACK KNOB WASHINGTON, WA US",4/23/2021,46.0,46.0,46.0
"FORT BRAGG NORTH CAROLINA, NC US",4/23/2021,56.0,56.0,56.0
"COLORADO BEND TEXAS, TX US",4/23/2021,67.0,67.0,67.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"SHOCK IDAHO, ID US",4/23/2021,47.0,47.0,47.0
"ELMORE VERMONT, VT US",4/23/2021,44.0,44.0,44.0
"ALLEGHENY PENNSYLVANIA, PA US",4/23/2021,44.0,44.0,44.0
"COLORADO CITY COLORADO, CO US",4/23/2021,46.0,46.0,46.0
"VALENTINE NEBRASKA, NE US",4/23/2021,40.0,40.0,40.0
"SOMERSET KENTUCKY, KY US",4/23/2021,47.0,47.0,47.0
"KIAMICHI OKLAHOMA, OK US",4/23/2021,53.0,53.0,53.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"UNIVERSITY OF HAWAII 713, HI US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"MCFARLAND HILL MAINE, ME US",4/23/2021,45.0,45.0,45.0
"BIG OAKS INDIANA, IN US",4/23/2021,47.0,47.0,47.0
"CONCORD 3.8 SSE, NH US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"EB FORSYTHE NEW JERSEY, NJ US",4/23/2021,52.0,52.0,52.0
"SAVRAW SOUTH CAROLINA, SC US",4/23/2021,57.0,57.0,57.0
"BUFFUMVILLE LAKE, MA US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"RINCON ARIZONA, AZ US",4/23/2021,43.0,43.0,43.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"NINIGRET RHODE ISLAND, RI US",4/23/2021,46.0,46.0,46.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"EFFIE MINNESOTA, MN US",4/23/2021,39.0,39.0,39.0
"DAWSONVILLE GEORGIA, GA US",4/23/2021,51.0,51.0,51.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"MDC CLINTON HQTRS MISSOURI, MO US",4/23/2021,54.0,54.0,54.0
"PLEASANT GROVE UTAH, UT US",4/23/2021,52.0,52.0,52.0
"SAND CREEK NORTH DAKOTA, ND US",4/23/2021,34.0,34.0,34.0
"CAMPBELL 1.4 NNW, FL US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"KISATCHIE FTS LOUISIANA, LA US",4/23/2021,65.0,65.0,65.0
"ALLISON OREGON, OR US",4/23/2021,42.0,42.0,42.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/23/2021,52.0,52.0,52.0
"KANSAS CITY 2.1 SSW, KS US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"ALBUQUERQUE 5.0 NE, NM US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"BUDE MISSISSIPPI, MS US",4/23/2021,62.0,62.0,62.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/23/2021,47.37931034482759,47.37931034482759,47.37931034482759
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/23/2021,35.0,35.0,35.0
"ST. MARY MONTANA, MT US",4/23/2021,29.0,29.0,29.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/24/2021,49.0,49.0,49.0
"CASPER MOUNTAIN WYOMING, WY US",4/24/2021,39.0,39.0,39.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"BLACK KNOB WASHINGTON, WA US",4/24/2021,45.0,45.0,45.0
"FORT BRAGG NORTH CAROLINA, NC US",4/24/2021,58.0,58.0,58.0
"COLORADO BEND TEXAS, TX US",4/24/2021,67.0,67.0,67.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"SHOCK IDAHO, ID US",4/24/2021,42.0,42.0,42.0
"ELMORE VERMONT, VT US",4/24/2021,51.0,51.0,51.0
"ALLEGHENY PENNSYLVANIA, PA US",4/24/2021,48.0,48.0,48.0
"COLORADO CITY COLORADO, CO US",4/24/2021,61.0,61.0,61.0
"VALENTINE NEBRASKA, NE US",4/24/2021,40.0,40.0,40.0
"SOMERSET KENTUCKY, KY US",4/24/2021,51.0,51.0,51.0
"KIAMICHI OKLAHOMA, OK US",4/24/2021,53.0,53.0,53.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"UNIVERSITY OF HAWAII 713, HI US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"MCFARLAND HILL MAINE, ME US",4/24/2021,57.0,57.0,57.0
"BIG OAKS INDIANA, IN US",4/24/2021,50.0,50.0,50.0
"CONCORD 3.8 SSE, NH US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"EB FORSYTHE NEW JERSEY, NJ US",4/24/2021,56.0,56.0,56.0
"SAVRAW SOUTH CAROLINA, SC US",4/24/2021,60.0,60.0,60.0
"BUFFUMVILLE LAKE, MA US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"RINCON ARIZONA, AZ US",4/24/2021,52.0,52.0,52.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"NINIGRET RHODE ISLAND, RI US",4/24/2021,53.0,53.0,53.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"EFFIE MINNESOTA, MN US",4/24/2021,33.0,33.0,33.0
"DAWSONVILLE GEORGIA, GA US",4/24/2021,53.0,53.0,53.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"MDC CLINTON HQTRS MISSOURI, MO US",4/24/2021,58.0,58.0,58.0
"PLEASANT GROVE UTAH, UT US",4/24/2021,55.0,55.0,55.0
"SAND CREEK NORTH DAKOTA, ND US",4/24/2021,42.0,42.0,42.0
"CAMPBELL 1.4 NNW, FL US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"KISATCHIE FTS LOUISIANA, LA US",4/24/2021,69.0,69.0,69.0
"ALLISON OREGON, OR US",4/24/2021,38.0,38.0,38.0
"CALAVERAS ROAD CALIFORNIA, CA US",4/24/2021,52.0,52.0,52.0
"KANSAS CITY 2.1 SSW, KS US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"ALBUQUERQUE 5.0 NE, NM US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"BUDE MISSISSIPPI, MS US",4/24/2021,69.0,69.0,69.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",4/24/2021,50.689655172413794,50.689655172413794,50.689655172413794
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",4/24/2021,38.0,38.0,38.0
"ST. MARY MONTANA, MT US",4/24/2021,31.0,31.0,31.0
"SPRUCE MOUNTAIN NEVADA, NV US",4/25/2021,42.0,42.0,42.0
"CASPER MOUNTAIN WYOMING, WY US",4/25/2021,46.0,46.0,46.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",4/25/2021,52.166666666666664,52.166666666666664,52.166666666666664
"BLACK KNOB WASHINGTON, WA US",4/25/2021,47.0,47.0,47.0
"FORT BRAGG NORTH CAROLINA, NC US",4/25/2021,63.0,63.0,63.0
"COLORADO BEND TEXAS, TX US",4/25/2021,71.0,71.0,71.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",4/25/2021,52.166666666666664,52.166666666666664,52.166666666666664
"SHOCK IDAHO, ID US",4/25/2021,40.0,40.0,40.0
"ELMORE VERMONT, VT US",4/25/2021,47.0,47.0,47.0
"ALLEGHENY PENNSYLVANIA, PA US",4/25/2021,43.0,43.0,43.0
"COLORADO CITY COLORADO, CO US",4/25/2021,72.0,72.0,72.0
"VALENTINE NEBRASKA, NE US",4/25/2021,60.0,60.0,60.0
"SOMERSET KENTUCKY, KY US",4/25/2021,56.0,56.0,56.0
"KIAMICHI OKLAHOMA, OK US",4/25/2021,60.0,60.0,60.0
"HAVRE DE GRACE 4.0 WNW, MD US",4/25/2021,52.166666666666664,52.166666666666664,52.166666666666664
"UNIVERSITY OF HAWAII 713, HI US",4/25/2021,52.166666666666664,52.166666666666664,52.166666666666664
