NAME,DATE,TAVG,TMIN,TMAX
"COLORADO CITY COLORADO, CO US",8/17/2021,76.0,76.0,76.0
"VALENTINE NEBRASKA, NE US",8/17/2021,78.0,78.0,78.0
"SOMERSET KENTUCKY, KY US",8/17/2021,73.0,73.0,73.0
"KIAMICHI OKLAHOMA, OK US",8/17/2021,71.0,71.0,71.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"UNIVERSITY OF HAWAII 713, HI US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"MCFARLAND HILL MAINE, ME US",8/17/2021,68.0,68.0,68.0
"BIG OAKS INDIANA, IN US",8/17/2021,74.0,74.0,74.0
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"EB FORSYTHE NEW JERSEY, NJ US",8/17/2021,77.0,77.0,77.0
"SAVRAW SOUTH CAROLINA, SC US",8/17/2021,80.0,80.0,80.0
"BUFFUMVILLE LAKE, MA US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"RINCON ARIZONA, AZ US",8/17/2021,59.0,59.0,59.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"NINIGRET RHODE ISLAND, RI US",8/17/2021,70.0,70.0,70.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"EFFIE MINNESOTA, MN US",8/17/2021,80.0,80.0,80.0
"DAWSONVILLE GEORGIA, GA US",8/17/2021,71.0,71.0,71.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"MDC CLINTON HQTRS MISSOURI, MO US",8/17/2021,74.0,74.0,74.0
"PLEASANT GROVE UTAH, UT US",8/17/2021,77.0,77.0,77.0
"SAND CREEK NORTH DAKOTA, ND US",8/17/2021,88.0,88.0,88.0
"CAMPBELL 1.4 NNW, FL US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"KISATCHIE FTS LOUISIANA, LA US",8/17/2021,82.0,82.0,82.0
"ALLISON OREGON, OR US",8/17/2021,54.0,54.0,54.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/17/2021,66.0,66.0,66.0
"STAMPEDE ALASKA, AK US",8/17/2021,45.0,45.0,45.0
"ALBUQUERQUE 5.0 NE, NM US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"BUDE MISSISSIPPI, MS US",8/17/2021,80.0,80.0,80.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/17/2021,86.0,86.0,86.0
"ST. MARY MONTANA, MT US",8/17/2021,47.0,47.0,47.0
"BARKHAMSTED, CT US",8/17/2021,70.33333333333333,70.33333333333333,70.33333333333333
"SPRUCE MOUNTAIN NEVADA, NV US",8/18/2021,57.0,57.0,57.0
"CASPER MOUNTAIN WYOMING, WY US",8/18/2021,63.0,63.0,63.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"BLACK KNOB WASHINGTON, WA US",8/18/2021,36.0,36.0,36.0
"FORT BRAGG NORTH CAROLINA, NC US",8/18/2021,82.0,82.0,82.0
"COLORADO BEND TEXAS, TX US",8/18/2021,81.0,81.0,81.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"SHOCK IDAHO, ID US",8/18/2021,57.0,57.0,57.0
"ELMORE VERMONT, VT US",8/18/2021,71.0,71.0,71.0
"ALLEGHENY PENNSYLVANIA, PA US",8/18/2021,69.0,69.0,69.0
"COLORADO CITY COLORADO, CO US",8/18/2021,78.0,78.0,78.0
"VALENTINE NEBRASKA, NE US",8/18/2021,77.0,77.0,77.0
"SOMERSET KENTUCKY, KY US",8/18/2021,77.0,77.0,77.0
"KIAMICHI OKLAHOMA, OK US",8/18/2021,72.0,72.0,72.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"UNIVERSITY OF HAWAII 713, HI US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"MCFARLAND HILL MAINE, ME US",8/18/2021,70.0,70.0,70.0
"BIG OAKS INDIANA, IN US",8/18/2021,76.0,76.0,76.0
"CONCORD 3.8 SSE, NH US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"EB FORSYTHE NEW JERSEY, NJ US",8/18/2021,80.0,80.0,80.0
"SAVRAW SOUTH CAROLINA, SC US",8/18/2021,83.0,83.0,83.0
"BUFFUMVILLE LAKE, MA US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"RINCON ARIZONA, AZ US",8/18/2021,58.0,58.0,58.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"NINIGRET RHODE ISLAND, RI US",8/18/2021,72.0,72.0,72.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"EFFIE MINNESOTA, MN US",8/18/2021,80.0,80.0,80.0
"DAWSONVILLE GEORGIA, GA US",8/18/2021,78.0,78.0,78.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"MDC CLINTON HQTRS MISSOURI, MO US",8/18/2021,76.0,76.0,76.0
"PLEASANT GROVE UTAH, UT US",8/18/2021,59.0,59.0,59.0
"SAND CREEK NORTH DAKOTA, ND US",8/18/2021,68.0,68.0,68.0
"CAMPBELL 1.4 NNW, FL US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"KISATCHIE FTS LOUISIANA, LA US",8/18/2021,80.0,80.0,80.0
"ALLISON OREGON, OR US",8/18/2021,49.0,49.0,49.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/18/2021,66.0,66.0,66.0
"STAMPEDE ALASKA, AK US",8/18/2021,45.0,45.0,45.0
"KANSAS CITY 2.1 SSW, KS US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"ALBUQUERQUE 5.0 NE, NM US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"BUDE MISSISSIPPI, MS US",8/18/2021,83.0,83.0,83.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/18/2021,74.0,74.0,74.0
"ST. MARY MONTANA, MT US",8/18/2021,48.0,48.0,48.0
"BARKHAMSTED, CT US",8/18/2021,68.83333333333333,68.83333333333333,68.83333333333333
"SPRUCE MOUNTAIN NEVADA, NV US",8/19/2021,55.0,55.0,55.0
"CASPER MOUNTAIN WYOMING, WY US",8/19/2021,52.0,52.0,52.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"BLACK KNOB WASHINGTON, WA US",8/19/2021,36.0,36.0,36.0
"FORT BRAGG NORTH CAROLINA, NC US",8/19/2021,83.0,83.0,83.0
"COLORADO BEND TEXAS, TX US",8/19/2021,85.0,85.0,85.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"SHOCK IDAHO, ID US",8/19/2021,63.0,63.0,63.0
"ELMORE VERMONT, VT US",8/19/2021,69.0,69.0,69.0
"ALLEGHENY PENNSYLVANIA, PA US",8/19/2021,71.0,71.0,71.0
"COLORADO CITY COLORADO, CO US",8/19/2021,77.0,77.0,77.0
"VALENTINE NEBRASKA, NE US",8/19/2021,73.0,73.0,73.0
"SOMERSET KENTUCKY, KY US",8/19/2021,75.0,75.0,75.0
"KIAMICHI OKLAHOMA, OK US",8/19/2021,71.0,71.0,71.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"UNIVERSITY OF HAWAII 713, HI US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"MCFARLAND HILL MAINE, ME US",8/19/2021,72.0,72.0,72.0
"BIG OAKS INDIANA, IN US",8/19/2021,75.0,75.0,75.0
"CONCORD 3.8 SSE, NH US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"EB FORSYTHE NEW JERSEY, NJ US",8/19/2021,82.0,82.0,82.0
"SAVRAW SOUTH CAROLINA, SC US",8/19/2021,84.0,84.0,84.0
"BUFFUMVILLE LAKE, MA US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"RINCON ARIZONA, AZ US",8/19/2021,61.0,61.0,61.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"NINIGRET RHODE ISLAND, RI US",8/19/2021,74.0,74.0,74.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"EFFIE MINNESOTA, MN US",8/19/2021,80.0,80.0,80.0
"DAWSONVILLE GEORGIA, GA US",8/19/2021,76.0,76.0,76.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"MDC CLINTON HQTRS MISSOURI, MO US",8/19/2021,80.0,80.0,80.0
"PLEASANT GROVE UTAH, UT US",8/19/2021,54.0,54.0,54.0
"SAND CREEK NORTH DAKOTA, ND US",8/19/2021,59.0,59.0,59.0
"CAMPBELL 1.4 NNW, FL US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"KISATCHIE FTS LOUISIANA, LA US",8/19/2021,79.0,79.0,79.0
"ALLISON OREGON, OR US",8/19/2021,55.0,55.0,55.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/19/2021,65.0,65.0,65.0
"STAMPEDE ALASKA, AK US",8/19/2021,45.0,45.0,45.0
"ALBUQUERQUE 5.0 NE, NM US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"BUDE MISSISSIPPI, MS US",8/19/2021,81.0,81.0,81.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/19/2021,58.0,58.0,58.0
"ST. MARY MONTANA, MT US",8/19/2021,55.0,55.0,55.0
"BARKHAMSTED, CT US",8/19/2021,68.16666666666667,68.16666666666667,68.16666666666667
"SPRUCE MOUNTAIN NEVADA, NV US",8/20/2021,60.0,60.0,60.0
"CASPER MOUNTAIN WYOMING, WY US",8/20/2021,46.0,46.0,46.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"BLACK KNOB WASHINGTON, WA US",8/20/2021,33.0,33.0,33.0
"FORT BRAGG NORTH CAROLINA, NC US",8/20/2021,78.0,78.0,78.0
"COLORADO BEND TEXAS, TX US",8/20/2021,85.0,85.0,85.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"SHOCK IDAHO, ID US",8/20/2021,63.0,63.0,63.0
"ELMORE VERMONT, VT US",8/20/2021,74.0,74.0,74.0
"ALLEGHENY PENNSYLVANIA, PA US",8/20/2021,71.0,71.0,71.0
"COLORADO CITY COLORADO, CO US",8/20/2021,73.0,73.0,73.0
"VALENTINE NEBRASKA, NE US",8/20/2021,67.0,67.0,67.0
"SOMERSET KENTUCKY, KY US",8/20/2021,75.0,75.0,75.0
"KIAMICHI OKLAHOMA, OK US",8/20/2021,77.0,77.0,77.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"UNIVERSITY OF HAWAII 713, HI US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"MCFARLAND HILL MAINE, ME US",8/20/2021,73.0,73.0,73.0
"BIG OAKS INDIANA, IN US",8/20/2021,75.0,75.0,75.0
"CONCORD 3.8 SSE, NH US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"EB FORSYTHE NEW JERSEY, NJ US",8/20/2021,75.0,75.0,75.0
"SAVRAW SOUTH CAROLINA, SC US",8/20/2021,81.0,81.0,81.0
"BUFFUMVILLE LAKE, MA US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"RINCON ARIZONA, AZ US",8/20/2021,61.0,61.0,61.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"NINIGRET RHODE ISLAND, RI US",8/20/2021,77.0,77.0,77.0
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"EFFIE MINNESOTA, MN US",8/20/2021,78.0,78.0,78.0
"DAWSONVILLE GEORGIA, GA US",8/20/2021,78.0,78.0,78.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"MDC CLINTON HQTRS MISSOURI, MO US",8/20/2021,81.0,81.0,81.0
"PLEASANT GROVE UTAH, UT US",8/20/2021,63.0,63.0,63.0
"SAND CREEK NORTH DAKOTA, ND US",8/20/2021,56.0,56.0,56.0
"CAMPBELL 1.4 NNW, FL US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"KISATCHIE FTS LOUISIANA, LA US",8/20/2021,84.0,84.0,84.0
"ALLISON OREGON, OR US",8/20/2021,56.0,56.0,56.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/20/2021,63.0,63.0,63.0
"STAMPEDE ALASKA, AK US",8/20/2021,44.0,44.0,44.0
"ALBUQUERQUE 5.0 NE, NM US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"BUDE MISSISSIPPI, MS US",8/20/2021,79.0,79.0,79.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/20/2021,57.0,57.0,57.0
"ST. MARY MONTANA, MT US",8/20/2021,53.0,53.0,53.0
"BARKHAMSTED, CT US",8/20/2021,67.86666666666666,67.86666666666666,67.86666666666666
"SPRUCE MOUNTAIN NEVADA, NV US",8/21/2021,60.0,60.0,60.0
"CASPER MOUNTAIN WYOMING, WY US",8/21/2021,58.0,58.0,58.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"BLACK KNOB WASHINGTON, WA US",8/21/2021,38.0,38.0,38.0
"FORT BRAGG NORTH CAROLINA, NC US",8/21/2021,77.0,77.0,77.0
"COLORADO BEND TEXAS, TX US",8/21/2021,85.0,85.0,85.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"SHOCK IDAHO, ID US",8/21/2021,58.0,58.0,58.0
"ELMORE VERMONT, VT US",8/21/2021,75.0,75.0,75.0
"ALLEGHENY PENNSYLVANIA, PA US",8/21/2021,70.0,70.0,70.0
"COLORADO CITY COLORADO, CO US",8/21/2021,67.0,67.0,67.0
"VALENTINE NEBRASKA, NE US",8/21/2021,63.0,63.0,63.0
"SOMERSET KENTUCKY, KY US",8/21/2021,76.0,76.0,76.0
"KIAMICHI OKLAHOMA, OK US",8/21/2021,78.0,78.0,78.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"UNIVERSITY OF HAWAII 713, HI US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"MCFARLAND HILL MAINE, ME US",8/21/2021,69.0,69.0,69.0
"BIG OAKS INDIANA, IN US",8/21/2021,76.0,76.0,76.0
"CONCORD 3.8 SSE, NH US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"EB FORSYTHE NEW JERSEY, NJ US",8/21/2021,74.0,74.0,74.0
"SAVRAW SOUTH CAROLINA, SC US",8/21/2021,80.0,80.0,80.0
"BUFFUMVILLE LAKE, MA US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"RINCON ARIZONA, AZ US",8/21/2021,64.0,64.0,64.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"EFFIE MINNESOTA, MN US",8/21/2021,60.0,60.0,60.0
"DAWSONVILLE GEORGIA, GA US",8/21/2021,75.0,75.0,75.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"MDC CLINTON HQTRS MISSOURI, MO US",8/21/2021,75.0,75.0,75.0
"PLEASANT GROVE UTAH, UT US",8/21/2021,68.0,68.0,68.0
"SAND CREEK NORTH DAKOTA, ND US",8/21/2021,62.0,62.0,62.0
"CAMPBELL 1.4 NNW, FL US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"KISATCHIE FTS LOUISIANA, LA US",8/21/2021,84.0,84.0,84.0
"ALLISON OREGON, OR US",8/21/2021,49.0,49.0,49.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/21/2021,61.0,61.0,61.0
"STAMPEDE ALASKA, AK US",8/21/2021,45.0,45.0,45.0
"KANSAS CITY 2.1 SSW, KS US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"ALBUQUERQUE 5.0 NE, NM US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"BUDE MISSISSIPPI, MS US",8/21/2021,82.0,82.0,82.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/21/2021,62.0,62.0,62.0
"ST. MARY MONTANA, MT US",8/21/2021,49.0,49.0,49.0
"BARKHAMSTED, CT US",8/21/2021,66.89655172413794,66.89655172413794,66.89655172413794
"SPRUCE MOUNTAIN NEVADA, NV US",8/22/2021,64.0,64.0,64.0
"CASPER MOUNTAIN WYOMING, WY US",8/22/2021,58.0,58.0,58.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"BLACK KNOB WASHINGTON, WA US",8/22/2021,36.0,36.0,36.0
"FORT BRAGG NORTH CAROLINA, NC US",8/22/2021,79.0,79.0,79.0
"COLORADO BEND TEXAS, TX US",8/22/2021,85.0,85.0,85.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"SHOCK IDAHO, ID US",8/22/2021,60.0,60.0,60.0
"ELMORE VERMONT, VT US",8/22/2021,73.0,73.0,73.0
"ALLEGHENY PENNSYLVANIA, PA US",8/22/2021,70.0,70.0,70.0
"COLORADO CITY COLORADO, CO US",8/22/2021,81.0,81.0,81.0
"VALENTINE NEBRASKA, NE US",8/22/2021,72.0,72.0,72.0
"SOMERSET KENTUCKY, KY US",8/22/2021,78.0,78.0,78.0
"KIAMICHI OKLAHOMA, OK US",8/22/2021,81.0,81.0,81.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"UNIVERSITY OF HAWAII 713, HI US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"MCFARLAND HILL MAINE, ME US",8/22/2021,64.0,64.0,64.0
"BIG OAKS INDIANA, IN US",8/22/2021,77.0,77.0,77.0
"CONCORD 3.8 SSE, NH US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"EB FORSYTHE NEW JERSEY, NJ US",8/22/2021,76.0,76.0,76.0
"SAVRAW SOUTH CAROLINA, SC US",8/22/2021,77.0,77.0,77.0
"BUFFUMVILLE LAKE, MA US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"RINCON ARIZONA, AZ US",8/22/2021,67.0,67.0,67.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"EFFIE MINNESOTA, MN US",8/22/2021,63.0,63.0,63.0
"DAWSONVILLE GEORGIA, GA US",8/22/2021,77.0,77.0,77.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"MDC CLINTON HQTRS MISSOURI, MO US",8/22/2021,77.0,77.0,77.0
"PLEASANT GROVE UTAH, UT US",8/22/2021,71.0,71.0,71.0
"SAND CREEK NORTH DAKOTA, ND US",8/22/2021,66.0,66.0,66.0
"CAMPBELL 1.4 NNW, FL US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"KISATCHIE FTS LOUISIANA, LA US",8/22/2021,85.0,85.0,85.0
"ALLISON OREGON, OR US",8/22/2021,54.0,54.0,54.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/22/2021,62.0,62.0,62.0
"STAMPEDE ALASKA, AK US",8/22/2021,44.0,44.0,44.0
"ALBUQUERQUE 5.0 NE, NM US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"BUDE MISSISSIPPI, MS US",8/22/2021,84.0,84.0,84.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/22/2021,68.0,68.0,68.0
"ST. MARY MONTANA, MT US",8/22/2021,57.0,57.0,57.0
"BARKHAMSTED, CT US",8/22/2021,69.17241379310344,69.17241379310344,69.17241379310344
"SPRUCE MOUNTAIN NEVADA, NV US",8/23/2021,71.0,71.0,71.0
"CASPER MOUNTAIN WYOMING, WY US",8/23/2021,66.0,66.0,66.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"BLACK KNOB WASHINGTON, WA US",8/23/2021,34.0,34.0,34.0
"FORT BRAGG NORTH CAROLINA, NC US",8/23/2021,80.0,80.0,80.0
"COLORADO BEND TEXAS, TX US",8/23/2021,84.0,84.0,84.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"SHOCK IDAHO, ID US",8/23/2021,53.0,53.0,53.0
"ELMORE VERMONT, VT US",8/23/2021,73.0,73.0,73.0
"ALLEGHENY PENNSYLVANIA, PA US",8/23/2021,73.0,73.0,73.0
"COLORADO CITY COLORADO, CO US",8/23/2021,81.0,81.0,81.0
"VALENTINE NEBRASKA, NE US",8/23/2021,77.0,77.0,77.0
"SOMERSET KENTUCKY, KY US",8/23/2021,78.0,78.0,78.0
"KIAMICHI OKLAHOMA, OK US",8/23/2021,80.0,80.0,80.0
"HAVRE DE GRACE 4.0 WNW, MD US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"UNIVERSITY OF HAWAII 713, HI US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"MCFARLAND HILL MAINE, ME US",8/23/2021,66.0,66.0,66.0
"BIG OAKS INDIANA, IN US",8/23/2021,78.0,78.0,78.0
"CONCORD 3.8 SSE, NH US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"GEORGETOWN DELAWARE COASTAL AIRPORT, DE US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"EB FORSYTHE NEW JERSEY, NJ US",8/23/2021,78.0,78.0,78.0
"SAVRAW SOUTH CAROLINA, SC US",8/23/2021,80.0,80.0,80.0
"BUFFUMVILLE LAKE, MA US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"RINCON ARIZONA, AZ US",8/23/2021,68.0,68.0,68.0
"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"MATTHEWS PALMER PLAYGROUND NEW YORK 6.8 NNW, NY US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"EFFIE MINNESOTA, MN US",8/23/2021,67.0,67.0,67.0
"DAWSONVILLE GEORGIA, GA US",8/23/2021,79.0,79.0,79.0
"IOWA CITY MUNICIPAL AIRPORT, IA US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"MDC CLINTON HQTRS MISSOURI, MO US",8/23/2021,84.0,84.0,84.0
"PLEASANT GROVE UTAH, UT US",8/23/2021,77.0,77.0,77.0
"SAND CREEK NORTH DAKOTA, ND US",8/23/2021,72.0,72.0,72.0
"CAMPBELL 1.4 NNW, FL US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"KISATCHIE FTS LOUISIANA, LA US",8/23/2021,85.0,85.0,85.0
"ALLISON OREGON, OR US",8/23/2021,52.0,52.0,52.0
"CALAVERAS ROAD CALIFORNIA, CA US",8/23/2021,62.0,62.0,62.0
"STAMPEDE ALASKA, AK US",8/23/2021,50.0,50.0,50.0
"ALBUQUERQUE 5.0 NE, NM US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"BUDE MISSISSIPPI, MS US",8/23/2021,83.0,83.0,83.0
"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"MOUNT RUSHMORE SOUTH DAKOTA, SD US",8/23/2021,77.0,77.0,77.0
"ST. MARY MONTANA, MT US",8/23/2021,54.0,54.0,54.0
"BARKHAMSTED, CT US",8/23/2021,71.10344827586206,71.10344827586206,71.10344827586206
"SPRUCE MOUNTAIN NEVADA, NV US",8/24/2021,72.0,72.0,72.0
"CASPER MOUNTAIN WYOMING, WY US",8/24/2021,64.0,64.0,64.0
"WISCONSIN RAPIDS ALEXANDER FIELD, WI US",8/24/2021,71.41379310344827,71.41379310344827,71.41379310344827
"BLACK KNOB WASHINGTON, WA US",8/24/2021,35.0,35.0,35.0
"FORT BRAGG NORTH CAROLINA, NC US",8/24/2021,83.0,83.0,83.0
"COLORADO BEND TEXAS, TX US",8/24/2021,85.0,85.0,85.0
"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",8/24/2021,71.41379310344827,71.41379310344827,71.41379310344827
"SHOCK IDAHO, ID US",8/24/2021,62.0,62.0,62.0
"ELMORE VERMONT, VT US",8/24/2021,72.0,72.0,72.0
